"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: implName","Param: numberOfAccounts"
"de.hs_augsburg.nlp.two.BasicMonitor.BenchBank.mixed:·gc.churn.PS_Survivor_Space.norm","thrpt",40,6,"0,527034","1,621372","B/op",Cas,10
"de.hs_augsburg.nlp.two.BasicMonitor.BenchBank.mixed:·gc.count","thrpt",40,6,"28,000000",NaN,"counts",Cas,10
"de.hs_augsburg.nlp.two.BasicMonitor.BenchBank.mixed:·gc.time","thrpt",40,6,"2535,000000",NaN,"ms",Cas,10
"de.hs_augsburg.nlp.two.BasicMonitor.BenchBank.mixed","thrpt",40,6,"4083362,619862","3896937,529302","ops/s",Cas,32
"de.hs_augsburg.nlp.two.BasicMonitor.BenchBank.mixed:balance","thrpt",40,6,"2040330,680013","2003901,205181","ops/s",Cas,32
"de.hs_augsburg.nlp.two.BasicMonitor.BenchBank.mixed:deposit","thrpt",40,6,"52669,281950","54890,817352","ops/s",Cas,32
"de.hs_augsburg.nlp.two.BasicMonitor.BenchBank.mixed:getEntries","thrpt",40,6,"1936286,032169","1816009,176409","ops/s",Cas,32
"de.hs_augsburg.nlp.two.BasicMonitor.BenchBank.mixed:transfer","thrpt",40,6,"2597,342592","2381,162896","ops/s",Cas,32
"de.hs_augsburg.nlp.two.BasicMonitor.BenchBank.mixed:withdraw","thrpt",40,6,"51479,283137","49462,925620","ops/s",Cas,32
"de.hs_augsburg.nlp.two.BasicMonitor.BenchBank.mixed:·gc.alloc.rate","thrpt",40,6,"3554,590402","2358,464974","MB/sec",Cas,32
"de.hs_augsburg.nlp.two.BasicMonitor.BenchBank.mixed:·gc.alloc.rate.norm","thrpt",40,6,"887,814090","122,640387","B/op",Cas,32
"de.hs_augsburg.nlp.two.BasicMonitor.BenchBank.mixed:·gc.churn.Compressed_Class_Space","thrpt",40,6,"0,001447","0,009937","MB/sec",Cas,32
"de.hs_augsburg.nlp.two.BasicMonitor.BenchBank.mixed:·gc.churn.Compressed_Class_Space.norm","thrpt",40,6,"0,000640","0,004396","B/op",Cas,32
"de.hs_augsburg.nlp.two.BasicMonitor.BenchBank.mixed:·gc.churn.Metaspace","thrpt",40,6,"0,004033","0,027704","MB/sec",Cas,32
"de.hs_augsburg.nlp.two.BasicMonitor.BenchBank.mixed:·gc.churn.Metaspace.norm","thrpt",40,6,"0,001784","0,012255","B/op",Cas,32
"de.hs_augsburg.nlp.two.BasicMonitor.BenchBank.mixed:·gc.churn.PS_Eden_Space","thrpt",40,6,"3535,864753","1884,741773","MB/sec",Cas,32
"de.hs_augsburg.nlp.two.BasicMonitor.BenchBank.mixed:·gc.churn.PS_Eden_Space.norm","thrpt",40,6,"899,556807","259,668344","B/op",Cas,32
"de.hs_augsburg.nlp.two.BasicMonitor.BenchBank.mixed:·gc.churn.PS_Survivor_Space","thrpt",40,6,"2,649065","5,175902","MB/sec",Cas,32
"de.hs_augsburg.nlp.two.BasicMonitor.BenchBank.mixed:·gc.churn.PS_Survivor_Space.norm","thrpt",40,6,"0,692889","1,261761","B/op",Cas,32
"de.hs_augsburg.nlp.two.BasicMonitor.BenchBank.mixed:·gc.count","thrpt",40,6,"37,000000",NaN,"counts",Cas,32
"de.hs_augsburg.nlp.two.BasicMonitor.BenchBank.mixed:·gc.time","thrpt",40,6,"2961,000000",NaN,"ms",Cas,32
"de.hs_augsburg.nlp.two.BasicMonitor.BenchBank.mixed","thrpt",40,6,"3881517,180265","4366519,835606","ops/s",Cas,100
"de.hs_augsburg.nlp.two.BasicMonitor.BenchBank.mixed:balance","thrpt",40,6,"1944367,011960","2216241,199240","ops/s",Cas,100
"de.hs_augsburg.nlp.two.BasicMonitor.BenchBank.mixed:deposit","thrpt",40,6,"57988,415043","66479,879116","ops/s",Cas,100
